Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Material,Occasion,Pattern,Sole Material,Sustainable,Type,Warranty,BIS Certificate Image URL,BIS Certificate Number,BIS Expiry Date,Character,Contact Brand or Retailer for pre-sales product queries
WELCOME,Kids Unicorn Printed Sliders,₹539,MRP ₹1199,(55% OFF),4.3,109 Ratings,"A pair of blue and white printed sliders
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Self Design,Synthetic,Regular,Sliders,,,,,,
max,Girls Self Design Clogs,₹359,MRP ₹399,(10% OFF),4.2,65 Ratings,"A pair of purple and green Self Design clogs
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BAESD,Kids Tom Printed Croslite Clogs,₹499,MRP ₹1999,(75% OFF),4.2,342 Ratings,"A pair of pink tom printed clogs
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BAESD,Kids Printed Sliders,₹459,MRP ₹1999,(77% OFF),3.9,65 Ratings,"A pair of green and black printed sliders
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Sliders,,,,,,
Aqualite,Kids Bee Featherweight Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.3,165 Ratings,"A pair of blue ,yellow & white self design thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Features:
Foot centric design to provide walking performance
Revitalizing bounce
Easy to wash
Double-deck solo provides comfortable cushioning
Featherweight product",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Fame Forever by Lifestyle,Girls Cherry Applique Rubber Clogs,₹424,MRP ₹499,(15% OFF),2.8,116 Ratings,"A pair of pink cherry applique clogs 
Rubber upper
Cushioned footbed
Patterned EVA outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
Fame Forever by Lifestyle,Boys Hulk Applique Sliders,₹594,MRP ₹699,(15% OFF),4.9,24 Ratings,"A pair of black & green hulk applique sliders 
Synthetic upper
Cushioned footbed
Patterned EVA outsole",Synthetic,Casual,Printed,EVA,Regular,Sliders,,,,,Hulk,
Pantaloons Junior,Boys Batman Printed Clogs,₹569,MRP ₹599,(5% OFF),4.5,54 Ratings,"A pair of black,yellow and blue batman printed clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Clogs,,,,,Batman,
ABROS,Unisex Kids Grey & Orange Printed Rubber Clogs,₹532,MRP ₹549,(3% OFF),4.1,413 Ratings,"A pair of grey and orange printed clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Printed,EVA,Regular,Clogs,1 month,,,,,
toothless,Girls Barbie Rubber Clogs,₹349,MRP ₹699,(50% OFF),4.5,83 Ratings,"A pair of blue and red solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Clogs,,,,,Barbie,
Kids Ville,Boys Spiderman Printed Rubber Thong Flip Flops,₹381,MRP ₹449,(15% OFF),4.1,15 Ratings,"A pair of navy blue, yellow and red Spiderman printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Waterproof soft strap
PV patch logo pasting
Soft EVA sole for all day comfort
Soft & comfortable thong",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Spider-Man,
toothless,Boys Spiderman Printed Thong Flip-Flops,₹329,MRP ₹549,(40% OFF),3.9,45 Ratings,"A pair of red thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Spider-Man,
Aqualite,Kids Textured Applique Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.3,167 Ratings,"A pair of peach-coloured,navy blue and yellow Textured Applique Thong Flip-Flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Kids Ville,Boys Minions Printed Rubber Thong Flip Flops,₹359,MRP ₹399,(10% OFF),4.3,10 Ratings,"A pair of blue and yellow Minions printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Waterproof soft strap
PV patch logo pasting
Soft EVA sole for all day comfort
Soft & comfortable thong",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Minions,
WELCOME,Kids Printed Slip-On Sliders,₹587,MRP ₹1199,(51% OFF),4.4,7 Ratings,"A pair of grey printed sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Sliders,,,,,,
Aqualite,Kids Featherweight Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.3,166 Ratings,"A pair of peach-coloured ,navy blue & yellow solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Features:
Foot centric design to provide walking performance
Revitalizing bounce
Easy to wash
Double-deck solo provides comfortable cushioning
Featherweight product",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Sparx,Boys Printed Thong Flip-Flops,₹224,MRP ₹249,(10% OFF),3.3,12 Ratings,"A pair of red and blue printed thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole",Fabric,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
BIRDE,Boys Clogs,₹599,MRP ₹1499,(Rs. 900 OFF),4.3,57 Ratings,"A pair of orange and white solid clogs
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Clogs,,,,,,
PASSION PETALS,Boys House Embossed Lightweight Clogs,₹599,MRP ₹999,(40% OFF),4.4,8 Ratings,"A pair of round toe blue,orange and yellow house embossed lightweight clogs
Pu upper
Cushioned footbed
Textured and patterned outsole",PU,Casual,Embellished,TPR,Regular,Clogs,,,,,,
Yellow Bee,Boys Printed Rubber Thong Flip-Flops,₹408,MRP ₹629,(35% OFF),2.3,7 Ratings,"A pair of blue and orange printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
BIRDE,Boys Self Design Lightweight Clogs,₹499,MRP ₹599,(Rs. 100 OFF),4.4,56 Ratings,"A pair of round toe white clogs ,has regular styling
Synthetic upper
Cushioned footbed
Textured and patterned outsole

Features:
Comfortable
Lightweight",Synthetic,Casual,Self Design,Synthetic,Regular,Clogs,,,,,,
MOZAFIA,Boys Sunglasses & Aeroplan Applique Rubber Clogs,₹399,MRP ₹799,(50% OFF),4,40 Ratings,"A pair of navy blue and red applique clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Clogs,,,,,,
WELCOME,Kids Striped Sliders,₹587,MRP ₹1199,(51% OFF),4.4,7 Ratings,"A pair of olive green,yellow and white striped sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Striped,EVA,Regular,Sliders,,,,,,
Yellow Bee,Boys Space & Astronaut Applique Rubber Clogs,₹551,MRP ₹849,(35% OFF),4.4,27 Ratings,"A pair of cream-coloured & brown space & astronaut clogs
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Clogs,,,,,,
Pantaloons Junior,Boys Black & White Printed Room Slippers,₹474,MRP ₹499,(5% OFF),4.3,12 Ratings,"A pair of black and white printed room slippers
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Room Slippers,,,,,,
ASIAN,Boys Striped Rubber Sliders,₹461,MRP ₹599,(23% OFF),4.1,8 Ratings,"A pair of grey and white striped sliders
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 28 days
Warranty provided by brand owner/manufacturer",Rubber,Casual,Striped,EVA,Regular,Sliders,28 days,,,,,
Pantaloons Junior,Boys Printed Thong Flip-Flops,₹474,MRP ₹499,(5% OFF),3.9,27 Ratings,"A pair of orange and black printed thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Kids Ville,Boys Captain America-Printed Soft Cushion Thong Flip-Flops,₹374,MRP ₹499,(25% OFF),4.3,14 Ratings,"A pair of blue and red Captain America-printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Screen printing
Water proof soft strap
PVC patch logo pasting
Soft EVA Sole for all day comfort
Soft & comfortable thong",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Captain America,
YK,Boys Self Design Clogs,₹399,MRP ₹799,(50% OFF),4.1,42 Ratings,"A pair of red self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
YK,Boys Self Design Clogs,₹395,MRP ₹899,(56% OFF),4.6,8 Ratings,"A pair of yellow self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Rubber,Casual,Self Design,EVA,Regular,Clogs,3 months,,,,,
Kids Ville,Boys Minions Printed Soft And Comfortable Thong Flip-Flops,₹359,MRP ₹399,(10% OFF),4.1,10 Ratings,"A pair of black and yellow minions printed thong flip flops
Rubber upper
Cushioned footbed
Patterned EVA outsole

Features:
Screen Printing
Waterproof Soft strap
Soft and comfortable thong
Soft EVA Sole for all day comfort",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Minions,
Yellow Bee,Boys Yellow & Blue Printed Rubber Sliders,₹356,MRP ₹549,(35% OFF),4.3,10 Ratings,"A pair of yellow and blue printed sliders
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: NA",Rubber,Casual,Printed,EVA,Regular,Sliders,,,,,,
Kids Ville,Boys Spiderman Printed Rubber Thong Flip Flops,₹359,MRP ₹399,(10% OFF),4.4,10 Ratings,"A pair of black, blue and red Spiderman printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Waterproof soft strap
PV patch logo pasting
Soft EVA sole for all day comfort
Soft & comfortable thong",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Spider-Man,
Kids Ville,Girls Minnie Printed Rubber Thong Flip Flops,₹359,MRP ₹399,(10% OFF),4.4,7 Ratings,"A pair of purple and pink Minnie printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Waterproof soft strap
PV patch logo pasting
Soft EVA sole for all day comfort
Soft & comfortable thong",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Minnie Mouse,
ABROS,Unisex Kids Blue & White Rubber Clogs,₹569,MRP ₹599,(5% OFF),4,386 Ratings,"A pair of blue and white solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
BAESD,Unisex Kids Clogs,₹449,MRP ₹1099,(Rs. 650 OFF),3.8,5 Ratings,"A pair of pink and purple self design clogs
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Self Design,EVA,Regular,Clogs,3 months,,,,,
ABROS,Unisex Kids Grey & Red Rubber Clogs,₹569,MRP ₹599,(5% OFF),4,123 Ratings,"A pair of grey and red solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
toothless,Boys Avengers Printed Thong Flip Flops,₹329,MRP ₹549,(40% OFF),3.9,43 Ratings,"A pair of yellow avengers printed thong flip flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Avengers,
Kids Ville,Boys Batman Printed Soft And Comfortable Thong Flip-Flops,₹359,MRP ₹449,(20% OFF),4.4,7 Ratings,"A pair of black and yellow batman printed thong flip flops
Rubber upper
Cushioned footbed
Patterned eva outsole

Features:
Screen Printing
Soft strap
Soft and comfortable thong
Soft WVA Sole for all day comfort",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Batman,
Kids Ville,Girls Frozen Printed Rubber Clogs,₹599,MRP ₹999,(40% OFF),4.9,18 Ratings,"A pair of blue & grey frozen printed clogs
Rubber upper
Cushioned footbed
EVA outsole",Rubber,Casual,Printed,EVA,Regular,Clogs,,,,,Frozen,
ABROS,Unisex Kids Navy Blue & Green Rubber Clogs,₹521,MRP ₹599,(13% OFF),4.1,419 Ratings,"A pair of navy blue and green solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
BAESD,Kids Embellished Sliders,₹359,MRP ₹799,(55% OFF),4.7,12 Ratings,"A pair of blue embellished sliders
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Embellished,EVA,Regular,Sliders,,,,,,
Yellow Bee,Girls Strawberry & Doll Self Design Rubber Clogs,₹524,MRP ₹749,(30% OFF),4.2,5 Ratings,"A pair of white and pink self design clogs
Rubber upper
Cushioned footbed
Patterned rubberoutsole",Rubber,Casual,Self Design,Rubber,Regular,Clogs,,,,,,
Yellow Bee,Girls Unicorn Printed Sliders,₹449,MRP ₹749,(40% OFF),3.8,9 Ratings,"A pair of pink and lavender Unicorn printed sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Sliders,,,,,,
Yellow Bee,Girls Mustard Yellow & Red Flower and Heart Self Design Sliders,₹359,MRP ₹599,(40% OFF),3.8,10 Ratings,"A pair of mustard yellow and red flowers and heart self design sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Sliders,,,,,,
Kids Ville,Girls Barbie Printed Thong Flip Flops,₹381,MRP ₹449,(15% OFF),4.1,14 Ratings,"A pair of pink, blue and yellow barbie printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Barbie,
KATS,Kids Self Design Clogs,₹559,MRP ₹799,(30% OFF),4.8,8 Ratings,"A pair of navy blue and red self design clogs
Pu upper
Cushioned footbed
Patterned pvc outsole",PU,Casual,Self Design,PVC,Regular,Clogs,,,,,,
Trenz,Kids Self Design Clogs,₹545,MRP ₹699,(22% OFF),4.4,5 Ratings,"A pair of blue and red self design clogs
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 6 months
Warranty provided by brand/manufacturer",PU,Casual,Self Design,EVA,Regular,Clogs,6 months,,,,,
Kids Ville,Girls Barbie Printed Rubber Thong Flip Flops,₹359,MRP ₹399,(10% OFF),4.4,7 Ratings,"A pair of pink and green solid thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Barbie,
Kids Ville,Girls Frozen Printed Thong Flip-Flops,₹349,MRP ₹499,(30% OFF),4.4,17 Ratings,"A pair of grey and maroon frozen printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Frozen,
Kids Ville,Girls Barbie Printed Rubber Clogs,₹599,MRP ₹999,(40% OFF),4.4,16 Ratings,"A pair of pink & yellow printed clogs
Rubber upper
Cushioned footbed
EVA outsole

Features:
Soft footbed for better cushioning
Soft EVA sole for all day comfort
Silicone patch",Rubber,Casual,Printed,EVA,Regular,Clogs,,,,,Barbie,
WELCOME,Kids Magic Printed Sliders,₹539,MRP ₹1199,(55% OFF),4.1,37 Ratings,"A pair of blue, grey and yellow magic printed sliders
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Printed,Synthetic,Regular,Sliders,,,,,,
WELCOME,Kids Printed Sliders,₹539,MRP ₹1199,(55% OFF),4.1,35 Ratings,"A pair of pink and red printed sliders
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Printed,Synthetic,Regular,Sliders,,,,,,
BAESD,Kids Panda Printed LED Croslite Clogs,₹499,MRP ₹1999,(75% OFF),3.8,238 Ratings,"A pair of purple and blue panda printed led croslite clogs
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BAESD,Kids Rabbit LED Lighting Croslite Clogs,₹499,MRP ₹1999,(75% OFF),3.6,140 Ratings,"A pair of red and black self design Led lightning clogs
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BAESD,Kids Spider-Man Applique Clogs,₹499,MRP ₹1999,(75% OFF),3.6,70 Ratings,"A pair of pink,white and blue spider-man applique clogs
Croslite upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Embellished,EVA,Regular,Clogs,,,,,Spider-Man,
Kids Ville,Girls Barbie Printed Sliders,₹599,MRP ₹999,(40% OFF),4.8,17 Ratings,"A pair of purple,yellow and pink barbie printed sliders
Rubber upper
Cushioned footbed
Textured and patterned outsole",Rubber,Casual,Printed,EVA,Regular,Sliders,,,,,Barbie,
Yellow Bee,Kids Lime Green & Pink Printed Clogs,₹421,MRP ₹649,(35% OFF),4.2,6 Ratings,"A pair of lime green and pink printed flip flops
Rubber upper material
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Clogs,,,,,,
BAESD,Unisex Kids Printed Clogs,₹449,MRP ₹1099,(Rs. 650 OFF),4.4,9 Ratings,"A pair of yellow and blue printed clogs
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Clogs,3 months,,,,,
Yellow Bee,Kids Blue Fruit and Star Printed Clogs,₹454,MRP ₹699,(35% OFF),4.2,18 Ratings,"A pair of blue printed clogs
Rubber upper with slip-on closure
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Clogs,,,,,,
Jazzy Juniors,Kids Printed Rubber Thong Flip-Flops,₹349,MRP ₹699,(50% OFF),2,6 Ratings,"A pair of red and green printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
BAESD,Kids Self Design Clogs,₹449,MRP ₹999,(55% OFF),3.2,11 Ratings,"A pair of pink and beige self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
Pantaloons Junior,Girls Printed Thong Flip-Flops,₹474,MRP ₹499,(5% OFF),3.9,58 Ratings,"A pair of red,black & beige printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
WELCOME,Girls Pink Self Design Sliders Flip Flops,₹539,MRP ₹1199,(55% OFF),4.5,240 Ratings,"A pair of pink self design sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Sliders,,,,,,
BAESD,Kids Tom & Jerry Self Design Rubber Clogs,₹419,MRP ₹1399,(70% OFF),3.4,423 Ratings,"A pair of purple self design tom & jerry clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,Tom & Jerry,
Pantaloons Junior,Girls Floral Printed Thong Flip-Flops,₹474,MRP ₹499,(5% OFF),3.9,58 Ratings,"A pair of pink,yellow & green floral printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
ABROS,Unisex Kids Black & Mustard Rubber Clogs,₹532,MRP ₹549,(3% OFF),4.1,420 Ratings,"A pair of black and mustard solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
BAESD,Kids Mickey & Friends Printed Croslite Clogs,₹499,MRP ₹1999,(75% OFF),4,11 Ratings,"A pair of grey clogs
Croslite upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Printed,EVA,Regular,Clogs,,,,,Mickey & Friends,
Baby Moo,Girls Printed Waterproof Anti-Slip Sliders,₹509,MRP ₹599,(15% OFF),4.3,13 Ratings,"A pair of pink,yellow and red printed sliders
Plastic upper
Cushioned footbed
Textured and patterned outsole

Features:
Waterproof 
Anti-Slip",Plastic,Casual,Printed,EVA,Regular,Sliders,,,,,,
Yellow Bee,Girls Applique Detailed Sliders,₹471,MRP ₹629,(25% OFF),4.4,9 Ratings,"A pair of white and purple self design aplique detailed sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Sliders,,,,,,
Kids Ville,Girls Blue & Pink Barbie Printed Thong Flip-Flops,₹359,MRP ₹399,(10% OFF),4.6,30 Ratings,"A pair of blue and pink printed flip flops
Rubber upper material
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Barbie,
Yellow Bee,Girls Strawberry & Doll Self Design Clogs,₹524,MRP ₹749,(30% OFF),4.6,11 Ratings,"A pair of purple and pink self design clogs
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Self Design,Rubber,Regular,Clogs,,,,,,
ABROS,Unisex Kids Navy Blue & Green Rubber Clogs,₹516,MRP ₹549,(6% OFF),4.1,415 Ratings,"A pair of navy blue and green solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
BAESD,Kids Self Design Rubber Clogs,₹419,MRP ₹1399,(70% OFF),3.9,44 Ratings,"A pair of blue self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
toothless,Girls Frozen Rubber Clogs,₹374,MRP ₹749,(50% OFF),4.1,31 Ratings,"A pair of sea green and grey solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Clogs,,,,,Frozen,
ABROS,Kids Red & White Rubber Clogs,₹569,MRP ₹599,(5% OFF),4.2,60 Ratings,"A pair of red and white solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
BAESD,Kids Self Design Rubber Clogs,₹419,MRP ₹1399,(70% OFF),3.9,44 Ratings,"A pair of brown self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BAESD,Kids Self Design Sliders,₹359,MRP ₹799,(55% OFF),4.4,5 Ratings,"A pair of red and white self design sliders
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Self Design,EVA,Regular,Sliders,,,,,,
Yellow Bee,Girls Pink & Red Flower & Heart Embellished Rubber Sliders,₹359,MRP ₹599,(40% OFF),4.1,15 Ratings,"A pair of pink and red embellished sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Embellished,EVA,Regular,Sliders,,,,,,
ABROS,Unisex Kids Grey & White Rubber Clogs,₹516,MRP ₹549,(6% OFF),4,386 Ratings,"A pair of grey and white solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Clogs,,,,,,
Khadims,Boys Tan & Black Thong Flip-Flops,₹539,MRP ₹599,(10% OFF),3.9,18 Ratings,"A pair of tan and black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Yellow Bee,Girls Unicorn Self Design Sliders,₹524,MRP ₹699,(25% OFF),4.1,14 Ratings,"A pair of white and yellow self design sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Sliders,,,,,,
ABROS,Kids Blue & White Rubber Clogs,₹569,MRP ₹599,(5% OFF),4,123 Ratings,"A pair of blue and white solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
BAESD,Kids Panda Printed LED Croslite Clogs,₹499,MRP ₹1999,(75% OFF),3.8,238 Ratings,"A pair of red and black Panda Printed LED Croslite Clogs
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Self Design,EVA,Regular,Clogs,,,,,,
Yellow Bee,Girls Bunny Embellished Sliders,₹419,MRP ₹699,(40% OFF),4.3,13 Ratings,"A pair of yellow and red embellished sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Embellished,EVA,Regular,Sliders,,,,,,
BAESD,Kids Printed Clogs,₹399,MRP ₹1999,(80% OFF),2.7,6 Ratings,"A pair of purple and yellow printed clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Clogs,,,,,,
Jazzy Juniors,Kids Printed Rubber Thong Flip-Flops,₹349,MRP ₹699,(50% OFF),4.3,6 Ratings,"A pair of pink and yellow printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Kids Ville,Girls Minnie Printed Thong Flip Flops,₹359,MRP ₹399,(10% OFF),4.4,7 Ratings,"A pair of purple and pink Minnie printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Waterproof soft strap
PV patch logo pasting
Soft EVA sole for all day comfort
Soft & comfortable thong",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Minnie Mouse,
Yellow Bee,Boys Space Theme Applique Rubber Clogs,₹551,MRP ₹849,(35% OFF),4.8,6 Ratings,"A pair of blue & yellow space theme applique clogs
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Clogs,,,,,,
Pantaloons Junior,Girls Girls Self Design Sliders,₹569,MRP ₹599,(5% OFF),3.9,47 Ratings,"A pair of pink and blue self design sliders
Plastic upper
Cushioned footbed
Patterned eva outsole",Plastic,Casual,Self Design,EVA,Regular,Sliders,,,,,,
BAESD,Unisex Kids Clogs,₹449,MRP ₹1099,(Rs. 650 OFF),3.8,5 Ratings,"A pair of white and red self design clogs
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Self Design,EVA,Regular,Clogs,3 months,,,,,
Yellow Bee,Girls Astro Embellished Sliders,₹479,MRP ₹799,(40% OFF),4.4,9 Ratings,"A pair of pink and white embellished sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Embellished,EVA,Regular,Sliders,,,,,,
toothless,Boys Printed Rubber Thong Flip-Flops,₹215,MRP ₹479,(55% OFF),4.1,226 Ratings,"A pair of printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Avengers,
max,Boys Self Design Clogs,₹449,MRP ₹499,(10% OFF),4.1,8 Ratings,"A pair of off-white and orange Self Design Clogs
Pu upper
Cushioned footbed
Patterned pvc outsole",PU,Casual,Self Design,PVC,Regular,Clogs,,,,,,
