Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Type,Toe Shape,Fastening and Back Detail,Pattern,Occasion,Ornamentation,Ankle Height,Sole Material,Warranty
Pantaloons Junior,Girls Embellished Party Open Toe Flats,₹764,MRP ₹899,(15% OFF),4.1,21 Ratings,"A pair of brown open toe flats
Upper Material: fabric
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Velcro,Embellished,Party,Western - Embellished,Regular,TPR,
Shoetopia,Girls Ballerinas with Bows Flats,₹799,MRP ₹1999,(60% OFF),4.1,35 Ratings,"A pair of white ballerinas
Upper Material: synthetic patent
Cushioned footbed
Textured and patterned outsole",Ballerinas,Pointed Toe,Slip-On,Solid,Casual,Bows,Regular,Resin,
BAESD,Girls Comfort Sandals,₹624,MRP ₹2499,(75% OFF),3.3,15 Ratings,"A pair of gold-toned embellished LED open toe flats
Synthetic leather upper with velcro closure
Cushioned footbed
Patterned pu outsole",Open Toe Flats,Open Toe,Backstrap,Embellished,Casual,,Regular,EVA,
Pantaloons Junior,Girls Embellished Party Ballerinas With Bows,₹719,MRP ₹799,(10% OFF),4.4,34 Ratings,"A pair of rose gold ballerinas
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Textured,Party,Bows,Regular,TPR,
Shoetopia,Girls Ballerinas Flats,₹649,MRP ₹999,(35% OFF),3.9,66 Ratings,"A pair of gold-toned ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Ballerinas,Pointed Toe,Buckle,Solid,Casual,,Regular,TPR,
Mast & Harbour,Open Toe Flats with Buckles,₹799,MRP ₹1999,(60% OFF),3.9,1.4k Ratings,"A pair of off white open toe flats & Buckles
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,Buckles,Regular,EVA,
BAESD,Girls Printed Bow Embellished LED Ballerinas,₹699,MRP ₹2499,(72% OFF),4.1,346 Ratings,"A pair of gold-toned printed bow embellished LED ballerinas
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Printed,Party,Bows,Regular,TPU,
BAESD,Girls Embellished Party Ballerinas,₹599,MRP ₹2499,(76% OFF),4.1,118 Ratings,"A pair of black ballerinas
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Velcro,Embellished,Party,Western - Embellished,Regular,TPR,
Shoetopia,Girls Textured Ballerinas With Bows,₹699,MRP ₹999,(30% OFF),4,84 Ratings,"A pair of white ballerinas
Upper Material: suede
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Textured,Casual,Bows,Regular,PU,
Mochi,Gold-Toned Textured One Toe Flats,₹1098,MRP ₹1690,(35% OFF),4.3,1.3k Ratings,"A pair of gold-toned sandals ,has regular ankle and open back
Synthetic textured upper with ethnic - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month",One Toe Flats,Round Toe,Slip-On,Textured,Ethnic,Ethnic - Embellished,Regular,Synthetic,
Pantaloons Junior,Girls Round Toe Textured Ballerinas with Bows Flats,₹759,MRP ₹799,(5% OFF),4.3,8 Ratings,"A pair of Blue & pink ballerinas
Upper Material: pu
Cushioned footbed
Textured and patterned outsole
Fastening and Back Detail : Slip-On
Ornamentation : Western - Embellished",Ballerinas,Round Toe,Slip-On,Textured,Casual,Western - Embellished,Regular,TPR,
JM Looks,Embellished Slip-On Mojaris,₹957,MRP ₹1995,(52% OFF),4.5,1.6k Ratings,"A pair of white embellished slip-on mojaris
Upper material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Mojaris,Square Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,TPR,1 month
BAESD,Girls Embellished Ballerinas,₹774,MRP ₹3099,(75% OFF),4.3,299 Ratings,"A pair of blue embellished ballerinas
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Embellished,Party,Western - Embellished,Regular,TPR,
BOYZ N GALZ,Girls Embellished Bow Detailed Ballerinas,₹758,MRP ₹1099,(31% OFF),4,8 Ratings,"A pair of pink embellished bow detailed ballerinas 
PU upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Embellished,Party,Bows,Regular,TPR,
BAESD,Girls Embellished Anti Skid LED Ballerinas,₹689,MRP ₹2999,(77% OFF),4.1,49 Ratings,"A pair of purple embellished anti skid LED ballerinas
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Embellished,Party,Western - Embellished,Regular,TPR,
KazarMax,Girls Flamingo Print Ballerinas,₹899,MRP ₹1999,(55% OFF),4.5,2.6k Ratings,"A pair of round-toe navy blue and pink printed ballerinas, has regular styling, slip-on detail
Mesh flamingo print upper with elasticated strap
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Ballerinas,Round Toe,Slip-On,Printed,Casual,,Regular,EVA,1 month
Shoetopia,Girls Floral Embellished One Toe Flats,₹689,MRP ₹1499,(54% OFF),4.1,48 Ratings,"A pair of cream-coloured one toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",One Toe Flats,Open Toe,No Back Strap,Embellished,Ethnic,Ethnic - Embellished,Regular,TPR,
BAESD,Girls Embellished Printed Party Ballerinas With Bows & LED Lights,₹774,MRP ₹3099,(75% OFF),4.3,302 Ratings,"A pair of gold-toned ballerinas
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Ankle Loop,Embellished,Party,Bows,Regular,TPR,
Pantaloons Junior,Girls Printed Ballerinas,₹719,MRP ₹799,(10% OFF),4.6,5 Ratings,"A pair of grey printed ballerinas
Pu upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Printed,Casual,Western - Embellished,Regular,TPR,
DressBerry,Black Knot Detail Open Toe Flats,₹575,MRP ₹1799,(68% OFF),4.2,296 Ratings,"A pair of black open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Slip-On,Solid,Casual,,Regular,Synthetic,
Shoetopia,Girls Embellished Open Toe Flats,₹689,MRP ₹1499,(54% OFF),4,26 Ratings,"A pair of black and silver-toned embellished open toe flats
Upper material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Buckle,Embellished,Casual,Western - Embellished,Regular,TPR,
JM Looks,Women Ethnic Embellished Mojaris Flats,₹957,MRP ₹1995,(52% OFF),4.5,1.6k Ratings,"A pair of green mojaris
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Mojaris,Round Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,Resin,
Shoetopia,Girls Pointed Toe Ethnic Embellished Suede Mojaris,₹799,MRP ₹1999,(60% OFF),4.1,94 Ratings,"A pair of maroon Mojaris 
Upper Material: suede
Cushioned footbed
Textured and patterned outsole",Mojaris,Pointed Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,TPR,
Mochi,Women Beige Embellished Open Toe Flats,₹894,MRP ₹1490,(40% OFF),4.4,4.4k Ratings,"A pair of beige open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,,Regular,Rubber,1 month
BAESD,Girls Round Toe Ballerinas with Bows,₹699,MRP ₹2499,(72% OFF),4.1,348 Ratings,"A pair of pink ballerinas
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Buckle,Solid,Casual,Bows,Regular,TPU,
Shoetopia,Girls Ballerinas Flats,₹699,MRP ₹1999,(65% OFF),4.4,7 Ratings,"A pair of black ballerinas
Upper Material: suede
Cushioned footbed
Textured and patterned outsole",Ballerinas,Pointed Toe,Backstrap,Solid,Casual,Western - Embellished,Regular,TPR,
Ajanta,Girls Shimmered Round Toe Ballerinas,₹549,MRP ₹899,(Rs. 350 OFF),3.9,31 Ratings,"A pair of pink shimmered round toe ballerinas
Upper material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Embellished,Casual,Western - Embellished,Regular,PVC,1 month
BAESD,Girls Printed Anti Skid Bow Detailed LED Ballerinas,₹699,MRP ₹2499,(72% OFF),4.5,38 Ratings,"A pair of gold-toned printed anti skid bow detailed led ballerinas  
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Velcro,Printed,Party,Bows,Regular,TPU,
BAESD,Girls Embellished Ballerinas,₹659,MRP ₹1499,(56% OFF),4,77 Ratings,"A pair of pink embellished ballerinas, with velcro closure
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Velcro,Solid,Party,Western - Embellished,Regular,PU,
Pantaloons Junior,Girls Printed Ballerinas,₹719,MRP ₹899,(20% OFF),4.3,14 Ratings,"A pair of blue printed ballerinas
Pu upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Zip,Printed,Casual,Bows,Regular,TPR,
BAESD,Girls Embellished Round Toe Ballerinas,₹599,MRP ₹2499,(76% OFF),3.8,45 Ratings,"A pair of white embellished round toe ballerinas
Velcro detail
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Velcro,Embellished,Party,Western - Embellished,Regular,TPR,
DressBerry,Gold-Toned Embellished Open Toe Flats,₹599,MRP ₹1499,(60% OFF),4.4,4k Ratings,"A pair of gold-toned open toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,PVC,
BAESD,Girls Embellished Gladiators,₹659,MRP ₹1499,(56% OFF),3.8,36 Ratings,"Beige & white embellished gladiators, has zip closure
Synthetic upper
Cushioned footbed
Textured and patterned TPU outsole",Gladiators,Round Toe,Zip,Embellished,Casual,Western - Embellished,Regular,PU,
Mochi,Women Blue Printed Open Toe Flats,₹929,MRP ₹1690,(45% OFF),4.3,275 Ratings,"A pair of blue open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,Slip-On,Printed,Casual,Western - Embellished,Regular,Rubber,1 month
DressBerry,Beige Textured Open Toe Flats,₹594,MRP ₹1699,(65% OFF),4.3,511 Ratings,"A pair of beige textured open toe flats
Synthetic upper
Cushioned footbed
Textured and patterned outsole",One Toe Flats,Open Toe,No Back Strap,Textured,Casual,,Regular,TPC,
BAESD,Girls Printed Velcro Ballerinas,₹624,MRP ₹2499,(75% OFF),4.6,27 Ratings,"A pair of gold-toned ballerinas
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Velcro,Printed,Casual,Western - Embellished,Regular,TPR,
Shoetopia,Girls Round Toe Ballerinas with Bows Flats,₹699,MRP ₹999,(30% OFF),4,85 Ratings,"A pair of peach-coloured ballerinas with bow
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Solid,Casual,Bows,Regular,PU,
BAESD,Girls Embellished Round Toe Ballerinas,₹599,MRP ₹2499,(76% OFF),3.8,44 Ratings,"A pair of grey embellished round toe ballerinas
Velcro detail
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Pointed Toe,Velcro,Embellished,Party,Western - Embellished,Regular,TPR,
Ajanta,Girls Textured Party Ballerinas With Bows,₹599,MRP ₹999,(40% OFF),4.4,33 Ratings,"A pair of peach-coloured ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Textured,Party,Bows,Regular,PVC,1 month
Anouk,Women Slip-On Open Toe Flats,₹589,MRP ₹1699,(Rs. 1110 OFF),4.4,22 Ratings,"A pair of beige open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Slip-On,Solid,Casual,Ethnic - Embellished,Regular,PVC,
JM Looks,Women Open Toe Flats,₹897,MRP ₹1995,(55% OFF),4.2,38 Ratings,"A pair of black open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,Backstrap,Solid,Casual,,Regular,Resin,1 month
BAESD,Girls Printed Bow Embellished LED Ballerinas,₹699,MRP ₹2499,(72% OFF),4.1,343 Ratings,"A pair of peach-coloured printed bow embellished LED ballerinas
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Lace-Ups,Printed,Party,Bows,Regular,TPU,
Khadims,Girls Embellished Open Toe Flats,₹479,MRP ₹599,(20% OFF),4.1,16 Ratings,"A pair of open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Velcro,Embellished,Casual,Western - Embellished,Regular,PU,
Mochi,Women Pink Embellished Open Toe Flats,₹894,MRP ₹1490,(40% OFF),4.4,4.4k Ratings,"A pair of pink open toe flats
Upper Material: Synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,Rubber,1 month
Shoetopia,Girls Embellished Pointed Toe Suede Ballerinas,₹799,MRP ₹1999,(60% OFF),4.1,94 Ratings,"A pair of beige embellished pointed toe ballerinas
Upper material: suede
Cushioned footbed
Textured and patterned outsole",Ballerinas,Pointed Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,TPR,
Shoetopia,Women Open Toe Flats with Bows,₹794,MRP ₹1499,(47% OFF),4.1,651 Ratings,"A pair of open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,Bows,Regular,TPU,
BAESD,Girls Colourblocked Slip-On Ballerinas,₹674,MRP ₹1499,(55% OFF),3.7,17 Ratings,"A pair of pink,yellow and blue colourblocked slip-on ballerinas
Upper material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Colourblocked,Casual,,Regular,PU,
Shoetopia,Embellished Suede Round Toe Ballerinas,₹799,MRP ₹1999,(60% OFF),4.2,437 Ratings,"A pair of maroon and silver-toned embellished round toe ballerinas
Upper material: suede
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Embellished,Casual,Western - Embellished,Regular,TPR,
Kiana House Of Fashion,Women Black Ethnic Flats,₹751,MRP ₹1599,(53% OFF),4.4,2.7k Ratings,"A pair of black
Upper Material: canvas
Cushioned footbed
Textured and patterned outsole",Mules,Round Toe,No Back Strap,Woven Design,Ethnic,Ethnic - Embellished,Regular,PVC,
Paragon,Printed One Toe Flats,₹549,MRP ₹999,(45% OFF),4.3,141 Ratings,"A pair of peach printed one toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned PUoutsole",One Toe Flats,Round Toe,Slip-On,Printed,Casual,,Regular,PU,
BAESD,Girls Textured Ballerinas with Bows Flats,₹624,MRP ₹2499,(75% OFF),4.4,96 Ratings,"A pair of silver-toned ballerinas
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Textured,Casual,Bows,Regular,TPR,
DressBerry,White Strappy One Toe Gladiators,₹799,MRP ₹2499,(68% OFF),4,424 Ratings,"A pair of white strappy one toe gladiators
Upper material: synthetic patent
Cushioned footbed
Textured and patterned outsole",Gladiators,Open Toe,Lace-Ups,Solid,Casual,,High-Top,Resin,
HERE&NOW,Women Beige & Brown Solid Flats,₹773,MRP ₹2495,(69% OFF),3.8,6.5k Ratings,"A pair of beige and brown solid flats
Synthetic upper
Cushioned footbed
Patterned synthetic outsole
Warranty: 3 months",Open Toe Flats,Round Toe,Slip-On,Solid,Casual,Buckles,Regular,Synthetic,3 months
Mochi,Women Black Embellished Open Toe Flats,₹894,MRP ₹1490,(40% OFF),4.1,427 Ratings,"A pair of black embellished open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,Resin,
Shezone,Embellished Ethnic Mojaris,₹999,MRP ₹1999,(50% OFF),4.3,480 Ratings,"A pair of gold-toned mojaris
Upper material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Mojaris,Round Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,TPU,1 month
Shoetopia,Women Ethnic Open Toe Flats,₹699,MRP ₹1999,(65% OFF),4.2,222 Ratings,"A pair of gold-toned open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Solid,Ethnic,,Regular,TPR,
BAESD,Girls Embellished Party Slip-On Ballerinas,₹699,MRP ₹2499,(72% OFF),4.3,92 Ratings,"A pair of peach-coloured block ,has regular ankle and closed back
Synthetic leather printed upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block",Ballerinas,Round Toe,Slip-On,Embellished,Party,Western - Embellished,Regular,TPR,
Mochi,Embellished Ethnic One Toe Flats,₹1374,MRP ₹2290,(40% OFF),4.6,226 Ratings,"A pair of black one toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",One Toe Flats,Open Toe,No Back Strap,Embellished,Ethnic,Ethnic - Embellished,Regular,Resin,1 month
Pantaloons Junior,Girls Beige Ballerinas Laser Cuts Flats,₹719,MRP ₹899,(20% OFF),4.2,47 Ratings,"A pair of beige ballerinas
Upper Material: fabric
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Buckle,Solid,Casual,Laser Cuts,Regular,TPR,
Mochi,Women Tan Ballerinas with Laser Cuts Flats,₹1374,MRP ₹2290,(40% OFF),4.6,653 Ratings,"A pair of tan ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Woven Design,Casual,Laser Cuts,Regular,TPR,1 month
BAESD,Girls Floral Printed Round Toe LED Light Ballerinas,₹699,MRP ₹2499,(72% OFF),4.2,161 Ratings,"A pair of pink ballerinas
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Velcro,Printed,Party,Bows,Regular,TPR,
Pantaloons Junior,Girls Embellished Ballerinas,₹759,MRP ₹799,(5% OFF),4,17 Ratings,"A pair of pink embellished ballerinas
Pu upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Embellished,Casual,Western - Embellished,Regular,TPR,
